image_id,captions
2660008870.jpg,A redheaded boy has just come up from under the water in a pool . A child is splashed by water in an indoor swimming pool . A boy is making a splash in a swimming pool . A little boy is jumping out of the pool . A young boy playing in a swimming pool .
2660302128.jpg,A cute brunette toddler girl is leaning with her hand against the wall . A little girl with a yellow shirt and black shorts standing on a bed . A child wearing a yellow shirt leaning on hand against a wall . A little girl in a yellow shirt is leaning against a wall . a young child in a yellow shirt on a bed .
2660480624.jpg,Two women standing beside a silver and blue car with a Redbull logo and a giant Redbull can on it . two girls are standing in front of a car that is advertising Red Bull . Two ladies pose in front of the Red Bull Energy Drink vehicle . Two women posing next to the Redbull car . Two young women stand by a Red Bull car .
266050467.jpg,A donkey carries a heavy load in front of an old woman on a dirty and busy street . A woman carrying a bundle on her head is leading two donkeys on a muddy street . A man is walking with two donkeys and one donkey is carrying a heavy load . a woman carrying something on her head is leading a pack mule A lady with a burlap bag on her head leads two donkeys .
2660601299.jpg,A man and a little boy swimming in a swimming pool . Dad enjoying with his in the swimming pool . A man is holding a blond child in a pool . A man and a blond baby in a swimming pool . A man holding a baby in water .
2661118494.jpg,A woman in a blue plaid shirt and white apron cooks food in a pot next to vegetables and rice . A woman wearing a blue checkered shirt scoops food from a pot . A person in a blue shirt is serving a meal . Someone is cooking a meal . A person is cooking food .
2661138991.jpg,A man dressed in military uniform sits down and looks through some papers . A man in army fatigues is reading something while laying on the floor . The soldier looks out the window as he sits with his legs crossed . A soldier is looking out of a window . A GI relaxes and waits at an airport .
2661294481.jpg,a protest march is crossing the intersection of two streets near to a building with red awnings . a group of people holding signs and marching through the streets . A group of people with signs and banners walking down the street A crowd begins to march in a small downtown setting . Many people hold signs and march down the street .
2661294969.jpg,A float representing the times of hanging is shown in the back of a truck . Man dressed as a judge pretending to hang another man on top of a truck . A man in a judge costume stand on a red truck and hangs a dummy . Three people in costumes stand on the back of a pickup truck . Three people stand on the back of a truck .
2661437618.jpg,The little white and brown dog has his mouth wide open while trying to catch something . The small dog is baring his teeth and chasing an object . A small dog catches a tennis ball indoors . A dog chasing a ball indoors . A small dog chasing a ball .
2661489896.jpg,"A child in white shorts and a blue shirt is standing in the street . Small boy is eating a lollipop and dancing in the street . A boy in shorts stands , arms outstreched , on a roadway . a young boy wearing a hat dancing in the street A child cavorts on the road ."
2661567396.jpg,Man with SANTANA 57 shirt sits in sparsely occupied seating area . A man wearing a green numbered shirt is sitting in a stadium . A green shirted man sits among the many unoccupied red seats . A boy in a green shirt is sitting in an almost empty stadium . A photo of an arena with very few people in the stands .
2661641497.jpg,A shirtless man is having a conversation with a seated man while a blond woman sleeps . Two men have a discussion in front of a bedroom window while a woman lies asleep . Two men are talking by an open window while a blond woman sleeps . Two men sitting by the window while another person lays in bed . Two men looking outside their bedroom window .
2662262499.jpg,"This baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch . A boy at bat playing a baseball game falls to the ground while onlookers watch . A child in a uniform is falling to the ground with a bat in his or her hand . A baseball hitter holding a bat falling down . A baseball player runs on the field ."
