,pairID,Flickr30kID,hypothesis,gold_label,explanation
14086,2324581814.jpg#3r1n,2324581814.jpg,A group of people are rebuilding a house together,neutral,"there are people doing work, but it's unclear if they are rebuilding a house or fixing some other type of building."
3056,3325960085.jpg#1r1e,3325960085.jpg,Community event outdoors.,entailment,wearing bunny ears is the event and it is outdoors.
3054,3325960085.jpg#2r1c,3325960085.jpg,There are no parents sitting at an outdoor assembly.,contradiction,"If there are no parents, there would not be a group of parents."
13707,3325960085.jpg#4r1n,3325960085.jpg,A group of people are telling funny stories.,neutral,"Whether any of these folks are telling funny stories is unknown; they could be, or perhaps this is a memorial for children who have passed away and every one of these people are in great pain and can't stop crying."
8803,4062259729.jpg#0r1e,4062259729.jpg,A man is on a sailboat.,entailment,"While sailing, one is on a sailboat."
8804,4062259729.jpg#4r1c,4062259729.jpg,a man wearing sunglasses and a blue cap is on a kayak.,contradiction,"The cap can't be yellow and blue at the same time, as well as a boat is not the same as a kayak."
11091,4062259729.jpg#1r1n,4062259729.jpg,a man on a boat on vacation,neutral,The man is on the boat but he could be working on the boat and not on vacation.
833,230486268.jpg#1r1e,230486268.jpg,The boy is playing in the sand.,entailment,Digs into the sand is a way of saying playing in the sand.
12152,230486268.jpg#0r5n,230486268.jpg,A boy throws his yellow plastic sand shovel in anger when his mother grabs his hand to go,contradiction,Clearly the little boy is not with his mother and she is not grabbing his hand and he is not throwing his shovel in anger
13970,230486268.jpg#2r4n,230486268.jpg,The little boy loves his yellow plastic shovel.,neutral,I can not tell from the image whether or not he loves his shovel.
9306,3307667255.jpg#0r1n,3307667255.jpg,Men and women stand in front of a building,entailment,Lot of people infers men and women.  Colorful squares hanging from top is not inferred.
5063,3307667255.jpg#3r1c,3307667255.jpg,A landscape shot of a sunse.,contradiction,Sunse and street are different.
10051,3307667255.jpg#3r1n,3307667255.jpg,A large group is protesting something in the street.,neutral,"It is a large group and they are in a street, but it is not determinable if they are protesting anything or just gathering ."
4212,241345522.jpg#2r1e,241345522.jpg,A person is playing a sport.,entailment,Answer; The man is the person and football is a type of sport.
9995,241345522.jpg#1r1n,241345522.jpg,A man bring to the ball back that was thrown out of zone.,contradiction,ball thrown out of zone can't be brought back
13996,241345522.jpg#2r1n,241345522.jpg,A man is running to the touchdown line.,neutral,A man is running with a football but I cannot see if he is heading towards the touchdown line.
12831,123997871.jpg#1r2n,123997871.jpg,the girls are athletes,entailment,"The girls are playing an athletic sport, which makes them athletes."
3499,123997871.jpg#4r1c,123997871.jpg,Women are playing volleyball.,contradiction,Women cannot play lacrosse and volleyball concurrently.
12468,123997871.jpg#4r1n,123997871.jpg,Women are playing lacrosse for their home team.,neutral,The women are playing lacrosse but don't know if they're at the home team
1698,39024981.jpg#4r1e,39024981.jpg,Two ladies have a conversation.,entailment,Talk and conversation are similar words.
12641,39024981.jpg#3r1n,39024981.jpg,Two old women are talking.,contradiction,In above pic two young woman are talking not old...
10300,39024981.jpg#4r1n,39024981.jpg,Two women are arguing about something.,neutral,Two women are having a conversation but it is not clear what emotion they are displaying.
5488,2536957963.jpg#3r1e,2536957963.jpg,Two men moving an object.,entailment,Saying that the men are moving an object implies it has weight.
5486,2536957963.jpg#0r1c,2536957963.jpg,The two men are using brooms and mops to clean the stairs.,contradiction,cleaning machine is contradictory to brooms and mops
12510,2536957963.jpg#0r1n,2536957963.jpg,The janitors are doing their job.,neutral,It is unclear whether these men are janitors from the information in this photograph.
5263,3199895624.jpg#2r5e,3199895624.jpg,Two people sit together,entailment,A woman and a man are considered 2 people.
5265,3199895624.jpg#3r1c,3199895624.jpg,A man proposes to a woman with a wedding ring in his hand.,contradiction,A man is either receiving a gift or proposes to a woman.
10939,3199895624.jpg#2r5n,3199895624.jpg,A man and woman sit together eating food.,neutral,both of them sitting together but they are eating food or not
11348,4912108775.jpg#0r1n,4912108775.jpg,A man is reaching for something on the window,entailment,There is evidence to show the man is reaching something on the window
8877,4912108775.jpg#2r1c,4912108775.jpg,A man is working inside his office.,contradiction,Outside is not same with inside.
13960,4912108775.jpg#4r1n,4912108775.jpg,A man is replacing windows in his home.,neutral,"The image shows a man who seems to be doing something with windows in a building, but nothing in the image indicates he is replacing windows or that the building is his home or even a home at all. He could be a worker repairing windows at a business."
1305,2431723485.jpg#4r1e,2431723485.jpg,A person rides a bike in the woods.,entailment,A biker is a person.
1306,2431723485.jpg#4r1c,2431723485.jpg,A person runs in the woods.,contradiction,Bikes is different than runs.
12009,2431723485.jpg#0r1n,2431723485.jpg,girl looking for friends,neutral,"I see a girl on a bike, but I do not know if she is looking for her friends."
5803,3601843201.jpg#2r1e,3601843201.jpg,A motorcycle rider is currently outdoors.,entailment,A motorcycle rider drives here for showing his performance.
5808,3601843201.jpg#0r1c,3601843201.jpg,A man is rowing a boat.,contradiction,"A person doesn't imply any gender, a man does. Racing a motorcycle require little to no physical labor, while rowing a boat requires allot of physical labor."
11885,3601843201.jpg#4r1n,3601843201.jpg,A man racing a Ducati.,neutral,you can not see if it's a ducati.
1122,2313598755.jpg#1r1e,2313598755.jpg,A man holds a baby.,entailment,Holding is the same action as holds.
5527,2313598755.jpg#3r1c,2313598755.jpg,The woman and her daughter are asleep.,contradiction,The subjects cannot be both a father and son and a woman and her daughter.
13576,2313598755.jpg#0r1n,2313598755.jpg,A sad father and a son are tucked tightly together while sleeping.,neutral,"it's hard to say if the father and son are sad, but they are definitely sleeping."
3899,2448393373.jpg#1r1e,2448393373.jpg,A boy is holding a plastic bat.,entailment,A boy holding a plastic bat means he's with a plastic bat
8085,2448393373.jpg#3r1c,2448393373.jpg,A girl plays soccer.,contradiction,A boy is not a girl.
11580,2448393373.jpg#2r1n,2448393373.jpg,A boy is practicing to be on the baseball team.,neutral,The boy is practicing baseball outside.
8843,104285082.jpg#1r4e,104285082.jpg,The man playing the bamboo instrument is older and has gray hair.,entailment,A older man with grey hair is playing an instrument. So the man playing the instrument is older and has grey hair.
8848,104285082.jpg#0r1c,104285082.jpg,People are watching music videos on TV.,contradiction,Spectators watch a man playing oboe and a man who plays percussion mot watching tv.
10560,104285082.jpg#3r1n,104285082.jpg,A group of people are in a band.,neutral,The image does not show a group.
4163,4474749623.jpg#0r1e,4474749623.jpg,Two elderly women walking in the city,entailment,the two women are elderly
1660,4474749623.jpg#1r1c,4474749623.jpg,The men are enjoying the sunny day and clear sky.,contradiction,They can't be enjoying the sunny day and taking a walk in the rain.
10219,4474749623.jpg#3r1n,4474749623.jpg,Two people are walking in the rain.,neutral,The photo show two people walking with umbrellas but its not clear if its raining
2634,3514184232.jpg#3r3e,3514184232.jpg,A softball player attempting to make a play.,entailment,if she is running to catch a ball she must be attempting to make a play.
2630,3514184232.jpg#3r5c,3514184232.jpg,The woman is playing soccer,contradiction,The woman can not play softball and soccer simultaneously.
11271,3514184232.jpg#3r1n,3514184232.jpg,A female is in the outfield.,neutral,We cant assure that A female is in the outfield.
5850,16158623.jpg#3r1e,16158623.jpg,a man is wearing a vray shirt.,entailment,""" Man wearing a gray shirt "" is repeated."
5828,16158623.jpg#4r1c,16158623.jpg,Two men are in a truck parked at the curb.,contradiction,Men working together on a ladder cannot be in a truck same time.
5834,16158623.jpg#0r1n,16158623.jpg,The man on the latter is replacing letters on a sign.,neutral,You can stand on a ladder and not be replacing letters on a sign.
9393,4631131293.jpg#0r1e,4631131293.jpg,Women are wearing matching outfits.,entailment,Women wearing matching outfits are just wearing matching outfits.
9589,4631131293.jpg#3r1c,4631131293.jpg,A group of girls are sitting on a bench.,contradiction,The girls are crossing the street and therefore are not sitting stationary on the bench.
13681,4631131293.jpg#1r1n,4631131293.jpg,The crowded people were protested,neutral,Explanation: group of people in the picture is too hard to see if they are protesting or not.
7857,536537638.jpg#0r1e,536537638.jpg,The group of women are shopping.,entailment,Group of Asian women are a group of women
1432,536537638.jpg#3r1c,536537638.jpg,a naked man waits by the train station,contradiction,A group of people wearing the same attire vary in both number and dress to a naked man.
12748,536537638.jpg#3r1n,536537638.jpg,a well dressed group wait together,neutral,"Well dressed is an interesting term - I think they are in sports gear, and nothing to confirm they wait."
8936,2691641332.jpg#0r1e,2691641332.jpg,The young lady is preparing to ride her bike.,entailment,"if she is wearing knee pads and a helmet and is next to a pretty bike, it follows she is preparing to ride her bike."
2886,2691641332.jpg#2r1c,2691641332.jpg,The little girl is wearing a green dress.,contradiction,The girl cannot be wearing pink and green at the same time.
14243,2691641332.jpg#4r1n,2691641332.jpg,A girl is wiating for someone to take her bicycle.,neutral,"The girl is next to her bike, but we do not know if someone is going to take it."
9757,2324804923.jpg#0r1n,2324804923.jpg,A man is talking into a microphone.,entailment,The man is talking into a microphone.
6068,2324804923.jpg#3r1c,2324804923.jpg,The man is named Larry.,contradiction,The man cannot be named Deleon and named Larry.
12143,2324804923.jpg#4r1n,2324804923.jpg,Deleon is speaking into a mic about different charities.,neutral,Not sure if the man is speaking about charities.
5491,4936302238.jpg#4r1e,4936302238.jpg,A couple are standing.,entailment,"A couple that is standing, standing in front of a major tourist spot."
5492,4936302238.jpg#4r1c,4936302238.jpg,A couple sit in a restaurant.,contradiction,A couple sit a restaurant in major spot.
12638,4936302238.jpg#3r1n,4936302238.jpg,The man is the woman's husband.,neutral,"Though the man is pictured with the woman, their relationship is not clear."
