Unnamed: 0,pairID,Flickr30kID,hypothesis,gold_label,explanation,generated_caption,predicted_label
754,234374617.jpg#0r1e,234374617.jpg,A man talks on the phone.,entailment,A man using a cellphone must mean that he is on the phone.,"The image shows a man sitting on a patch of green grass. He is wearing a yellow safety vest and white pants. He is holding a phone to his ear and has his hand covering his face. There is a dark fence in the foreground and a dense, overgrown shrubbery background.",entailment
753,234374617.jpg#0r1c,234374617.jpg,A man runs through the park.,contradiction,Somebody who squats cannot run at the same time.,"The image shows a bald man sitting on a small stone, crouching on a green lawn in a park. He is wearing a yellow safety vest and light-colored pants. He is holding a mobile phone to his forehead with his hand over his face, appearing distressed or upset. In the background, there is a dense bush with red flowers and a fence.",neutral
14533,234374617.jpg#3r1n,234374617.jpg,A man calls someone from a festival.,neutral,We don't know if the man is from a festival or not.,"The image shows a bald man wearing a yellow safety vest and light-colored pants, crouching on a patch of green grass. He is holding a smartphone to his forehead and appears to be covering his eyes with his hand, suggesting distress or frustration. Behind him is a dense, overgrown hedge and a section of a black fence. There are other people partially visible in the background, likely attending an event or festival.",neutral
5519,2255266906.jpg#1r1e,2255266906.jpg,The bird is is touching the tree.,entailment,bird sits in a dead tree means bird is is touching the tree,"The image shows a dark-colored bird perched on a tree branch. The tree has a thick trunk and numerous branching limbs. The sky visible through the branches is a clear, light blue. Other trees are partially visible in the background, also appearing bare and branchy.",neutral
5522,2255266906.jpg#0r1c,2255266906.jpg,The cherry trees are in full bloom.,contradiction,The trees can't be in full bloom if they're leafless.,"The image shows a tree with bare branches against a bright blue sky. A dark bird, possibly a pigeon, is perched on one of the branches. The tree appears to be deciduous, as it lacks leaves.",contradiction
10419,2255266906.jpg#3r1n,2255266906.jpg,A dove is in a tree that is dying.,neutral,A dove seen in a tree sitting on a branch doesn't mean that the dove is dying.,"The image shows a tree with a prominent trunk and numerous branches. The branches are bare, indicating that it is likely winter or early spring. A dark-colored bird, likely a dove, is perched on one of the branches of the tree. The sky is a clear, bright blue.",entailment
865,5428390334.jpg#4r1e,5428390334.jpg,The man in the lab coat is looking at something.,entailment,looking through implies that he is looking at something on the other side of the microscope.,"The image shows a man wearing a white lab coat intently examining a sample through a microscope. He is leaning over a white countertop cluttered with papers, a digital camera, and various lab supplies like bottles and small containers. There are other individuals visible in the background, also appearing to be in a laboratory setting. The countertop surface is tiled with a light beige pattern.",entailment
861,5428390334.jpg#0r1c,5428390334.jpg,The man is not a scientist.,contradiction,A LABORATORY COAT DOESN'T MEAN YOUR A SCIENTIST,"The image shows a middle-aged man wearing a white lab coat, bent over a laboratory bench. He is intently looking through a microscope at a slide containing a sample. There are various scientific instruments and supplies on the bench, including a camera, petri dishes, and papers with handwritten notes. Other people, presumably colleagues or assistants, are visible in the background. The room appears to be a laboratory setting.",contradiction
11519,5428390334.jpg#3r1n,5428390334.jpg,A scientist comparing the two slides.,neutral,There is a scientist in the picture but he could be doing another analysis than just comparing two slides.,"The image shows a man, presumably a scientist or laboratory technician, wearing a white lab coat and focusing intently through a microscope. He is bent over a lab bench covered in papers, including what appear to be medical records or test results. There is a digital camera on the bench as well, and a bottle of liquid near the microscope. In the background, there are other people in lab coats, suggesting a clinical or research setting.",entailment
13408,1408958345.jpg#1r1n,1408958345.jpg,A happy girl is at the beach.,entailment,"Yes, A happy girl is at the beach.","The image shows a young girl, likely around 7-9 years old, running on a sandy beach towards the ocean. She is wearing a brightly colored, floral-patterned swimsuit and has her hair pulled back into a ponytail. The water is a light blue color with small waves breaking on the shore. There are other people visible in the background, one partially obscured by the water. The overall scene suggests a sunny day at the beach.",entailment
5725,1408958345.jpg#0r5c,1408958345.jpg,A little boy is sitting on some sand,contradiction,A person cannot be running and sitting at once.,"The image shows a young girl, likely a child, running on a sandy beach. She is wearing a brightly colored floral swimsuit and has her hair pulled back. The ocean is visible in the background, with waves breaking on the shore. A blurred figure of another person is partially visible in the water. The sand is light beige in color.",neutral
11654,1408958345.jpg#4r4n,1408958345.jpg,The female is chasing her friend.,neutral,It is not clear that the female is chasing her friend; she may be playing or chasing a crab or being chased by a friendly crab.,"The image shows a young girl, likely a child, running on a sandy beach towards the ocean. She is wearing a brightly colored floral swimsuit. Waves are crashing on the shore in the background, and a second person (partially visible) is swimming in the water. The sky is bright blue, indicating sunny weather.",neutral
